VigenciaPPA,MacroObjetivo,UnidadeOrcamentaria,AreaDescricao,Programa,ProgramaResumo,TipoProgramaDescricao,DenominacaoPrograma,JustificativaPrograma,Funcao,Subfuncao,DescricaoAcao,TipoAcao,FinalidadeAcao,DescricaoDetalheAcao,ProdutoDaAcao,UnidadeMedida,RepresentacaoUnidade,FinalidadePadronizada,ModoExecucaoPadronizado,ProdutoPadronizado
2025 - 2027,Gestão Estratégica,Fundo Previdenciário Capitalizado do Iperon,Área Social,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Pagamento despesas com sentenças judiciais (RPV e Precatórios) e PASEP.,"Atender pagamento com as sentenças judiciais, bem como o pagamento do PASEP sobre rendimentos de aplicação financeira. ",Reserva de Contingência,Reserva do Regime Próprio de Previdência do Servidor,RESERVA DE APORTES PARA DAR COBERTURA AO DÉFICIT ATUARIAL,Operação Especial,Aportar recursos visando garantir os benefícios previdenciários decorrentes das aposentadorias e pensões do RPPS.,Pagamentos de aposentadorias e pensões visando equilibrar o déficit atuarial.,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Gestão Estratégica,Fundo Previdenciário Capitalizado do Iperon,Área Social,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Pagamento despesas com sentenças judiciais (RPV e Precatórios) e PASEP.,"Atender pagamento com as sentenças judiciais, bem como o pagamento do PASEP sobre rendimentos de aplicação financeira. ",Encargos Especiais,Outros Encargos Especiais,REALIZAR PAGAMENTO DE DECISÕES JUDICIAIS REFERENTE A SERVIDORES APOSENTADOS E PENSIONISTAS (RPV E PRECATÓRIOS),Operação Especial,Pagamento de despesas judiciais previdenciárias (RPVs e Precatórios).,Despesas judiciais previdenciárias vinculadas a processos aptos para pagamento.,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Gestão Estratégica,Fundo Previdenciário Capitalizado do Iperon,Área Social,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Pagamento despesas com sentenças judiciais (RPV e Precatórios) e PASEP.,"Atender pagamento com as sentenças judiciais, bem como o pagamento do PASEP sobre rendimentos de aplicação financeira. ",Encargos Especiais,Outros Encargos Especiais,ASSEGURAR RECURSOS PARA PAGAMENTO DO PASEP,Operação Especial,Pagamento do PASEP sobre rendimento de aplicação financeira.,Recolhimento mensal da contribuição legal e repasse ao Fundo de Formação do Patrimônio do Servidor Público.,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Cidadania,Fundação Estadual de Atendimento Socioeducativo,Área Social,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,"Realizar o Pagamento de Dívidas, Indenizações e Sentenças Judiciais.","Garantia do pagamento de RPV ou outros, decorrentes de Decisões Judiciais, de modo a assegurar a administração pública efetivo e eficiente cumprimento.",Assistência Social,Administração Geral,REALIZAR PAGAMENTO DE SENTENÇAS JUDICIAIS MEDIANTE REQUISIÇÃO DE PEQUENO VALOR (RPV),Operação Especial,"Realizar pagamento de Sentenças Judiciais, através de RPV's.",Efetuar o pagamento de RPV (Requisição de Pequeno Valor) sempre que sobrevir Sentença Judicial.,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Saúde,Fundação de Hematologia e Hemoterapia do Estado de Rondônia,Área Social,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Operações especiais para atendimento das demandas judiciais,Atender as determinações judiciais mediante Requisições de Pequeno Valor (RPV) e precatórios.,Encargos Especiais,Outros Encargos Especiais,REALIZAR PAGAMENTO DE SENTENÇAS JUDICIAIS REFERENTES A SERVIDORES ATIVOS E OUTROS (RPV E PRECATÓRIOS),Operação Especial,Custear o pagamento de despesas decorrentes de decisões judiciais em favor de terceiros mediante Requisição de Pequeno Valor (RPV).,"Assegurar o pagamento de créditos devidos a particulares, em cumprimento às decisões judiciais mediante Requisição de Pequeno Valor (RPV).",NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Gestão Estratégica,Junta Comercial do Estado de Rondônia,Área Econômica,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Operações Especiais ,Desenvolver atividades relacionadas com o pagamento do PASEP - Contribuição para Formação do Patrimônio do Patrimônio do Servidor público.,Encargos Especiais,Outros Encargos Especiais,REALIZAR PAGAMENTOS DA CONTRIBUIÇÃO DO PASEP (PROGRAMA DE FORMAÇÃO DO PATRIMÔNIO DOS SERVIDORES PÚBLICOS),Operação Especial,Desenvolver Atividades relacionadas com o pagamento do PASEP - Contribuição para Formação do Patrimônio do Servidor Público.,Recolhimento mensal da Contribuição legal e repasse ao Fundo de Formação do Patrimônio do  Servidor Público,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Controle e Acompanhamento bem como o pagamento da Dívida Pública do Estado Interna e Externa. Acompanhar os novos contratos realizados ajustando o saldo devedor. Atender a demanda da Secretaria do Tesouro Nacional com relação as dívidas do Estado,"O pagamento pontual das dívidas do Estado primam por não deixar que ocorram inadimplências, a fim de manter o Estado com suas Certidões Negativas de débitos juntos a União e Bancos, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo. Atender as sentenças do Poder Judiciário e Acordos judiciais.",Encargos Especiais,Outros Encargos Especiais,REALIZAR PAGAMENTO DE SENTENÇAS JUDICIAIS REFERENTES A SERVIDORES ATIVOS E OUTROS (RPV E PRECATÓRIOS),Operação Especial,Custear o pagamento de despesas decorrentes de decisões judiciais em favor de terceiros mediante precatório,"Assegurar o pagamento de créditos devidos a particulares, em cumprimento às decisões judiciais mediante precatório",NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Controle e Acompanhamento bem como o pagamento da Dívida Pública do Estado Interna e Externa. Acompanhar os novos contratos realizados ajustando o saldo devedor. Atender a demanda da Secretaria do Tesouro Nacional com relação as dívidas do Estado,"O pagamento pontual das dívidas do Estado primam por não deixar que ocorram inadimplências, a fim de manter o Estado com suas Certidões Negativas de débitos juntos a União e Bancos, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo. Atender as sentenças do Poder Judiciário e Acordos judiciais.",Encargos Especiais,Outros Encargos Especiais,REALIZAR PAGAMENTOS DA CONTRIBUIÇÃO DO PASEP (PROGRAMA DE FORMAÇÃO DO PATRIMÔNIO DOS SERVIDORES PÚBLICOS),Operação Especial,Desenvolver atividades relacionadas com o pagamento do PASEP - Contribuição para Formação do Patrimônio do Servidor Público.,Recolhimento mensal da contribuição legal e repasse ao Fundo de Formação do Patrimônio do Servidor Público.,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Segurança Pública,Departamento Estadual de Trânsito,Área de Segurança,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Controle e Acompanhamento bem como o pagamento da Dívida Pública do Estado Interna e Externa. Acompanhar os novos contratos realizados ajustando o saldo devedor. Atender a demanda da Secretaria do Tesouro Nacional com relação as dívidas do Estado,"O pagamento pontual das dívidas do Estado primam por não deixar que ocorram inadimplências, a fim de manter o Estado com suas Certidões Negativas de débitos juntos a União e Bancos, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo. Atender as sentenças do Poder Judiciário e Acordos judiciais.",Encargos Especiais,Outros Encargos Especiais,REALIZAR PAGAMENTO DE SENTENÇA JUDICIAL E ADMINISTRATIVA,Operação Especial,"Assegurar o pagamento de sentenças judiciais, exceto precatórios.",Controle e Acompanhamento bem como o pagamento da Dívida Pública do Estado Interna e Externa. Acompanhar os novos contratos realizados ajustando o saldo devedor. Atender a demanda da Secretaria do Tesouro Nacional com relação as dívidas do Estado,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Gestão Estratégica,Departamento Estadual de Estradas de Rodagem e Transportes,Área de Infraestrutura,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,"Pagamento de despesas sentenças judiciais, processos administrativos e precatórios.",Padronização de procedimentos na reserva de recursos para enfrentamentos de compromissos com o pagamento de despesas com  sentenças judiciais e/ou administrativa e precatório.,Encargos Especiais,Outros Encargos Especiais,REALIZAR PAGAMENTO DE SENTENÇAS JUDICIAIS REFERENTES A SERVIDORES ATIVOS E OUTROS (RPV E PRECATÓRIOS),Operação Especial,Realizar a aplicação de recursos para pagamento de despesas decorrentes de decisões judiciais por meio de precatórios.,Pagamento das despesas resultantes de processos legais decorrentes de ações judiciais mediante precatório.,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Gestão Estratégica,Departamento Estadual de Estradas de Rodagem e Transportes,Área de Infraestrutura,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,"Pagamento de despesas sentenças judiciais, processos administrativos e precatórios.",Padronização de procedimentos na reserva de recursos para enfrentamentos de compromissos com o pagamento de despesas com  sentenças judiciais e/ou administrativa e precatório.,Encargos Especiais,Outros Encargos Especiais,REALIZAR PAGAMENTO DE SENTENÇA JUDICIAL E ADMINISTRATIVA,Operação Especial,Realizar a aplicação de recursos para o pagamento de sentenças judiciais administrativas.,"Pagamento das despesas resultantes de processos decorrentes de ações judiciais e/ou administrativos referente à seguros de vidas, fornecedores, pessoal, etc.",NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Gestão Estratégica,Superintendência Estadual de Gestão de Pessoas,Área Gestão,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Atender Pagamento de Pensões Especiais,"O Estado de Rondônia é alvo de ações movidas por terceiros, gerando obrigações de pagamento via decisões judiciais.",Encargos Especiais,Ação Judiciária,REALIZAR PAGAMENTO DE PENSÕES ESPECIAIS,Operação Especial,Assegurar o Pagamento de Pensões Especiais e aos Ex-Governadores do Estado de Rondônia,Realizar o pagamento de ações judiciais impetrada ao Estado de Rondônia,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Saúde,Fundo Estadual de Saúde,Área Social,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,"A ação 0256 foi cadastrada para atender às emendas parlamentares estaduais destinadas às ações e serviços de saúde em decorrência do Art. 166, §9° da Constituição Federal, não sendo realizada execução orçamentária e financeira dos recursos através desta, por não haver vinculação direta com o objeto da destinação, vez que desse modo, não é possível identificar e monitorar a aplicação dos recursos por nível de complexidade dos serviços de saúde. Assim, os recursos de Emenda Parlamentar alocados nessa ação são obrigatoriamente remanejados para as ações de execução, para celebração de Convênios, Execução Direta ou Transferências na modalidade Fundo a Fundo.","Atendimento à alocação temporária de recursos durante o processo de elaboração orçamentária, por indicação parlamentar, até o limite individual da Emenda prevista no Projeto de Lei Orçamentária Anual, atendendo ao disposto no artigo 166 §9° da Constituição Federal.",Saúde,Transferências,ATENDER EMENDAS PARLAMENTARES,Operação Especial,Atender Emendas Parlamentares,Alocar recursos para atender emendas parlamentares.,NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Gestão Estratégica,Fundo de Aperfeiçoamento dos Serviços Judiciários,Área Institucional,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,Operações Especiais,"Necessidade de uniformização das ações administrativas na cobertura de despesas as quais não se pode associar a geração de bem ou serviço, tais como cumprimento de sentenças judiciais, financiamento com retorno, transferências constitucionais, transferências decorrentes de lei específica, outras transferências, serviços da dívida interna, serviços da dívida externa, refinanciamento da dívida interna, refinanciamento da dívida externa, amortizações, encargos, aquisições de títulos, fundos de participação, operações de financiamento, ressarcimento de toda ordem, indenizações, pagamento de inativos e pensionistas, participações acionárias, contribuições a organismos nacionais e internacionais, compensações financeiras e outros encargos especiais.",Judiciária,Outros Encargos Especiais,REALIZAR DEVOLUÇÃO DE CUSTAS JUDICIAIS E OUTRAS OPERAÇÕES ESPECIAIS,Operação Especial,Realizar a devolução de custas judiciais e outras despesas classificadas como operações especiais.,"Devolver custas judiciais nos termos da instrução 001/2000/PR, e quanto às outras operações especiais, processar as despesas resultante de exercícios anteriores bem como indenizações e restituições.",NULL,NULL,NULL,NULL,NULL,NULL
2024 - 2027,Desenvolvimento Econômico,Fundo Garantidor de Parcerias Público-Privadas do Estado de Rondônia,Área Gestão,OPERAÇÕES ESPECIAIS,OPERAÇÕES ESPECIAIS,Operação Especial,"Garantir o pagamento de parcelas inadimplentes por parte do Estado aos contratos de concessões e parceiras em cumprimento ao disposto na Lei nº 11.079/2004, por meio de fundo de reserva. O resultado do respectivo programo será satisfatório quando não houver a execução de garantias ou avais.","Faz-se necessário que se tenha um fundo de reserva para garantir o pagamento das parcelas inadimplentes por parte do Estado aos contratos de concessões e parcerias, dentro do que preceitua-se à Lei n° 11.079/2004.",Administração,Administração de Concessões,OFERECER GARANTIA AO PRIVADO EM CASO DE INADIMPLÊNCIA DO ESTADO.,Operação Especial,"Garantir o Pagamento de obrigações pecuniárias assumidas pelos parceiros públicos em virtude das parceiras de que trata a Lei Complementar 609/2011 e dos Contratos de Locação de Imóvel sob Medida ""Built to Suit""",Fornecer garantia para pagamento de obrigações assumidas pelo parceiros públicos em virtude das parcerias firmadas,NULL,NULL,NULL,NULL,NULL,NULL
